Name,Address,Площадь,Оборот,geometry
АКСЕССУАРЫ ДЛЯ СОТОВЫХ ТЕЛЕФОНОВ,"город Москва, Новокуркинское шоссе, дом 1",1674,162645506,POINT (37.40587 55.8853937951953)
Холодильник.Ру,"город Москва, Большая Дорогомиловская улица, дом 1",1404,144257789,POINT (37.562544 55.7456697544146)
ELVAN design,"город Москва, Нахимовский проспект, дом 24, строение 1",2215,127800839,POINT (37.585015 55.6718107330607)
Электросамокат,"город Москва, улица Перерва, дом 19, строение 3",1137,90522267,POINT (37.73142 55.6548147281668)
Посольство света,"город Москва, Нахимовский проспект, дом 24, строение 1",430,160011734,POINT (37.585015 55.6718107330607)
Сантехника.Электрика,"город Москва, Большая Переяславская улица, дом 11",1253,25769376,POINT (37.641036 55.7844147656726)
C store,"город Москва, проспект Андропова, дом 1А",1870,104469276,POINT (37.668822 55.6967327402504)
Системы безопасности «Умный дом»,"город Москва, Нахимовский проспект, дом 24, строение 1",1603,17060944,POINT (37.585015 55.6718107330607)
Светодиодные лампы,"город Москва, Пятницкое шоссе, дом 18",633,50655337,POINT (37.382892 55.8442977831486)
CLT,"город Москва, Нахимовский проспект, дом 24, строение 1",1255,176447033,POINT (37.585015 55.6718107330607)
Samsung,"город Москва, Пятницкое шоссе, дом 18",1945,58683738,POINT (37.382892 55.8442977831486)
Электрокомплектующие,"город Москва, Пятницкое шоссе, дом 18",2074,72697722,POINT (37.382892 55.8442977831486)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 12",659,3985084,POINT (37.593347 55.7968147692838)
Flash Computers,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Мясницкая улица, дом 15",1592,58042185,POINT (37.634815 55.7632127595072)
Свет шторы,"город Москва, Дмитровское шоссе, дом 107А, корпус 1",658,156575190,POINT (37.540996 55.8786797932242)
Электротовары,"город Москва, Бартеневская улица, дом 12",2341,86388946,POINT (37.528037 55.5516096986093)
Электрика,"город Москва, Южнопортовая улица, владение 15А, строение 2",2267,30630275,POINT (37.701062 55.7066117431047)
М.видео,"город Москва, Алтуфьевское шоссе, дом 70, корпус 1",199,90968342,POINT (37.588786 55.888150796005)
Family Light,"город Москва, Нахимовский проспект, дом 24, строение 1",1524,132049230,POINT (37.585015 55.6718107330607)
CLT,"город Москва, Нахимовский проспект, дом 24, строение 1",1256,176361056,POINT (37.585015 55.6718107330607)
"Пульты, лампы","город Москва, Пятницкое шоссе, дом 18",634,5401687,POINT (37.3837368002486 55.844469687365)
Электротовары,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, улица Удальцова, дом 42",456,94457871,POINT (37.491198 55.6838827365413)
Магазин «Электротовары. Одежда»,"Российская Федерация, город Москва, городской округ Троицк, город Троицк, 41 километр Калужского шоссе, дом 8",2418,174123415,POINT (37.29609 55.4593406724166)
Samsung,"город Москва, Профсоюзная улица, дом 129А",813,84352246,POINT (37.506738 55.6187377178032)
SMART service,"город Москва, Большая Черёмушкинская улица, дом 1",288,81468899,POINT (37.602305 55.6900617383243)
Am group,"Российская Федерация, город Москва, внутригородская территория поселение Московский, Киевское шоссе, 23-й километр, дом 8, строение 1",2025,30127809,POINT (37.424914 55.6296267209277)
Бытовая техника.Посуда,"город Москва, Пятницкое шоссе, дом 18",276,13938044,POINT (37.382892 55.8442977831486)
Re-store,"город Москва, Красная площадь, дом 3",718,59330090,POINT (37.621529 55.7546607570236)
Электротовары,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",672,164579789,POINT (37.592881 55.7941287685012)
DELL,"город Москва, улица Сущёвский Вал, дом 5, строение 1А",1590,70537002,POINT (37.592881 55.7941287685012)
DNS,"город Москва, Варшавское шоссе, дом 97",2354,114917112,POINT (37.624094 55.6333077219846)
DNS,"город Москва, бульвар Маршала Рокоссовского, дом 31",1623,142237786,POINT (37.715675 55.8156757747842)
